	pst, cfs, stage_ft
	2019-02-03 21:00, 1580	,	3.11	
	2019-02-03 21:15, 1610	,	3.14	
	2019-02-03 21:30, 1670	,	3.18	
	2019-02-03 21:45, 1690	,	3.20	
	2019-02-03 22:00, 1710	,	3.21	
	2019-02-03 22:15, 1710	,	3.21	
	2019-02-03 22:30, 1730	,	3.23	
	2019-02-03 22:45, 1730	,	3.23	
	2019-02-03 23:00, 1730	,	3.23	
	2019-02-03 23:15, 1720	,	3.22	
	2019-02-03 23:30, 1730	,	3.23	
	2019-02-03 23:45, 1750	,	3.24	
	2019-02-04 00:00, 1760	,	3.25	
	2019-02-04 00:15, 1760	,	3.25	
	2019-02-04 00:30, 1770	,	3.26	
	2019-02-04 00:45, 1800	,	3.28	
	2019-02-04 01:00, 1830	,	3.30	
	2019-02-04 01:15, 1870	,	3.33	
	2019-02-04 01:30, 1870	,	3.33	
	2019-02-04 01:45, 1880	,	3.34	
	2019-02-04 02:00, 1900	,	3.35	
	2019-02-04 02:15, 1940	,	3.38	
	2019-02-04 02:30, 1960	,	3.39	
	2019-02-04 02:45, 2000	,	3.42	
	2019-02-04 03:00, 2010	,	3.43	
	2019-02-04 03:15, 2010	,	3.43	
	2019-02-04 03:30, 2040	,	3.45	
	2019-02-04 03:45, 2060	,	3.46	
	2019-02-04 04:00, 2090	,	3.48	
	2019-02-04 04:15, 2120	,	3.50	
	2019-02-04 04:30, 2150	,	3.52	
	2019-02-04 04:45, 2130	,	3.51	
	2019-02-04 05:00, 2180	,	3.54	
	2019-02-04 05:15, 2160	,	3.53	
	2019-02-04 05:30, 2190	,	3.55	
	2019-02-04 05:45, 2210	,	3.56	
	2019-02-04 06:00, 2210	,	3.56	
	2019-02-04 06:15, 2190	,	3.55	
	2019-02-04 06:30, 2160	,	3.53	
	2019-02-04 06:45, 2210	,	3.56	
	2019-02-04 07:00, 2190	,	3.55	
	2019-02-04 07:15, 2210	,	3.56	
	2019-02-04 07:30, 2160	,	3.53	
	2019-02-04 07:45, 2190	,	3.55	
	2019-02-04 08:00, 2180	,	3.54	
	2019-02-04 08:15, 2160	,	3.53	
	2019-02-04 08:30, 2180	,	3.54	
	2019-02-04 08:45, 2160	,	3.53	
	2019-02-04 09:00, 2130	,	3.51	
	2019-02-04 09:15, 2100	,	3.49	
	2019-02-04 09:30, 2130	,	3.51	
	2019-02-04 09:45, 2090	,	3.48	
	2019-02-04 10:00, 2060	,	3.46	
	2019-02-04 10:15, 2040	,	3.45	
	2019-02-04 10:30, 2030	,	3.44	
	2019-02-04 10:45, 2030	,	3.44	
	2019-02-04 11:00, 2010	,	3.43	
	2019-02-04 11:15, 2000	,	3.42	
	2019-02-04 11:30, 1980	,	3.41	
	2019-02-04 11:45, 1960	,	3.39	
	2019-02-04 12:00, 1940	,	3.38	
	2019-02-04 12:15, 1960	,	3.39	
	2019-02-04 12:30, 1940	,	3.38	
	2019-02-04 12:45, 1880	,	3.34	
	2019-02-04 13:00, 1880	,	3.34	
	2019-02-04 13:15, 1910	,	3.36	
	2019-02-04 13:30, 1870	,	3.33	
	2019-02-04 13:45, 1900	,	3.35	
	2019-02-04 14:00, 1840	,	3.31	
	2019-02-04 14:15, 1840	,	3.31	
	2019-02-04 14:30, 1860	,	3.32	
	2019-02-04 14:45, 1810	,	3.29	
	2019-02-04 15:00, 1830	,	3.30	
	2019-02-04 15:15, 1810	,	3.29	
	2019-02-04 15:30, 1810	,	3.29	
	2019-02-04 15:45, 1790	,	3.27	
	2019-02-04 16:00, 1790	,	3.27	
	2019-02-04 16:15, 1790	,	3.27	
	2019-02-04 16:30, 1790	,	3.27	
	2019-02-04 16:45, 1750	,	3.24	
	2019-02-04 17:00, 1750	,	3.24	
	2019-02-04 17:15, 1760	,	3.25	
	2019-02-04 17:30, 1730	,	3.23	
	2019-02-04 17:45, 1730	,	3.23	
	2019-02-04 18:00, 1720	,	3.22	
	2019-02-04 18:15, 1720	,	3.22	
	2019-02-04 18:30, 1710	,	3.21	
	2019-02-04 18:45, 1690	,	3.20	
	2019-02-04 19:00, 1710	,	3.21	
	2019-02-04 19:15, 1690	,	3.20	
	2019-02-04 19:30, 1680	,	3.19	
	2019-02-04 19:45, 1680	,	3.19	
	2019-02-04 20:00, 1670	,	3.18	
	2019-02-04 20:15, 1650	,	3.17	
	2019-02-04 20:30, 1670	,	3.18	
	2019-02-04 20:45, 1650	,	3.17	
	2019-02-04 21:00, 1650	,	3.17	
	2019-02-04 21:15, 1630	,	3.15	
	2019-02-04 21:30, 1630	,	3.15	
	2019-02-04 21:45, 1640	,	3.16	
	2019-02-04 22:00, 1630	,	3.15	
	2019-02-04 22:15, 1610	,	3.14	
	2019-02-04 22:30, 1580	,	3.11	
	2019-02-04 22:45, 1590	,	3.12	
	2019-02-04 23:00, 1600	,	3.13	
	2019-02-04 23:15, 1580	,	3.11	
	2019-02-04 23:30, 1550	,	3.09	
	2019-02-04 23:45, 1550	,	3.09
