pst, cfs, stage_ft
2016-02-10 05:00,	575	 ,	1.70	
2016-02-10 05:15,	575	 ,	1.70	
2016-02-10 05:30,	575	 ,	1.70	
2016-02-10 05:45,	569	 ,	1.69	
2016-02-10 06:00,	569	 ,	1.69	
2016-02-10 06:15,	569	 ,	1.69	
2016-02-10 06:30,	569	 ,	1.69	
2016-02-10 06:45,	569	 ,	1.69	
2016-02-10 07:00,	569	 ,	1.69	
2016-02-10 07:15,	569	 ,	1.69	
2016-02-10 07:30,	569	 ,	1.69	
2016-02-10 07:45,	575	 ,	1.70	
2016-02-10 08:00,	562	 ,	1.68	
2016-02-10 08:15,	562	 ,	1.68	
2016-02-10 08:30,	562	 ,	1.68	
2016-02-10 08:45,	562	 ,	1.68	
2016-02-10 09:00,	562	 ,	1.68	
2016-02-10 09:15,	575	 ,	1.70	
2016-02-10 09:30,	569	 ,	1.69	
2016-02-10 09:45,	562	 ,	1.68	
2016-02-10 10:00,	562	 ,	1.68	
2016-02-10 10:15,	562	 ,	1.68	
2016-02-10 10:30,	562	 ,	1.68	
2016-02-10 10:45,	562	 ,	1.68	
2016-02-10 11:00,	562	 ,	1.68	
2016-02-10 11:15,	555	 ,	1.67	
2016-02-10 11:30,	562	 ,	1.68	
2016-02-10 11:45,	562	 ,	1.68	
2016-02-10 12:00,	562	 ,	1.68	
2016-02-10 12:15,	562	 ,	1.68	
2016-02-10 12:30,	555	 ,	1.67	
2016-02-10 12:45,	562	 ,	1.68	
2016-02-10 13:00,	562	 ,	1.68	
2016-02-10 13:15,	562	 ,	1.68	
2016-02-10 13:30,	555	 ,	1.67	
2016-02-10 13:45,	562	 ,	1.68	
2016-02-10 14:00,	549	 ,	1.66	
2016-02-10 14:15,	555	 ,	1.67	
2016-02-10 14:30,	562	 ,	1.68	
2016-02-10 14:45,	555	 ,	1.67	
2016-02-10 15:00,	555	 ,	1.67	
2016-02-10 15:15,	555	 ,	1.67	
2016-02-10 15:30,	549	 ,	1.66	
2016-02-10 15:45,	549	 ,	1.66	
2016-02-10 16:00,	549	 ,	1.66	
2016-02-10 16:15,	549	 ,	1.66	
2016-02-10 16:30,	555	 ,	1.67	
2016-02-10 16:45,	555	 ,	1.67	
2016-02-10 17:00,	542	 ,	1.65	
2016-02-10 17:15,	542	 ,	1.65	
2016-02-10 17:30,	555	 ,	1.67	
2016-02-10 17:45,	549	 ,	1.66	
2016-02-10 18:00,	542	 ,	1.65	
2016-02-10 18:15,	549	 ,	1.66	
2016-02-10 18:30,	549	 ,	1.66	
2016-02-10 18:45,	542	 ,	1.65	
2016-02-10 19:00,	549	 ,	1.66	
2016-02-10 19:15,	542	 ,	1.65	
2016-02-10 19:30,	549	 ,	1.66	
2016-02-10 19:45,	542	 ,	1.65	
2016-02-10 20:00,	549	 ,	1.66	
2016-02-10 20:15,	542	 ,	1.65	
2016-02-10 20:30,	536	 ,	1.64	
2016-02-10 20:45,	536	 ,	1.64	
2016-02-10 21:00,	536	 ,	1.64	
2016-02-10 21:15,	536	 ,	1.64	
2016-02-10 21:30,	536	 ,	1.64	
2016-02-10 21:45,	536	 ,	1.64	
2016-02-10 22:00,	542	 ,	1.65	
2016-02-10 22:15,	536	 ,	1.64	
2016-02-10 22:30,	536	 ,	1.64	
2016-02-10 22:45,	529	 ,	1.63	
2016-02-10 23:00,	536	 ,	1.64	
2016-02-10 23:15,	536	 ,	1.64	
2016-02-10 23:30,	529	 ,	1.63	
2016-02-10 23:45,	536	 ,	1.64	
2016-02-11 00:00,	529	 ,	1.63	
2016-02-11 00:15,	542	 ,	1.65	
2016-02-11 00:30,	536	 ,	1.64	
2016-02-11 00:45,	529	 ,	1.63	
2016-02-11 01:00,	529	 ,	1.63	
2016-02-11 01:15,	529	 ,	1.63	
2016-02-11 01:30,	523	 ,	1.62	
2016-02-11 01:45,	523	 ,	1.62	
2016-02-11 02:00,	529	 ,	1.63	
2016-02-11 02:15,	529	 ,	1.63	
2016-02-11 02:30,	529	 ,	1.63	
2016-02-11 02:45,	523	 ,	1.62	
2016-02-11 03:00,	529	 ,	1.63	
2016-02-11 03:15,	523	 ,	1.62	
2016-02-11 03:30,	523	 ,	1.62	
2016-02-11 03:45,	523	 ,	1.62	
2016-02-11 04:00,	523	 ,	1.62	
2016-02-11 04:15,	523	 ,	1.62	
2016-02-11 04:30,	523	 ,	1.62	
2016-02-11 04:45,	517	 ,	1.61	
2016-02-11 05:00,	523	 ,	1.62	
2016-02-11 05:15,	517	 ,	1.61	
2016-02-11 05:30,	523	 ,	1.62	
2016-02-11 05:45,	517	 ,	1.61	
2016-02-11 06:00,	504	 ,	1.60	
2016-02-11 06:15,	523	 ,	1.62	
2016-02-11 06:30,	523	 ,	1.62	
2016-02-11 06:45,	517	 ,	1.61	
2016-02-11 07:00,	504	 ,	1.60	
2016-02-11 07:15,	523	 ,	1.62	
2016-02-11 07:30,	504	 ,	1.60	
2016-02-11 07:45,	504	 ,	1.60	
2016-02-11 08:00,	517	 ,	1.61	
2016-02-11 08:15,	504	 ,	1.60	
2016-02-11 08:30,	504	 ,	1.60	
2016-02-11 08:45,	504	 ,	1.60	
2016-02-11 09:00,	523	 ,	1.62	
2016-02-11 09:15,	504	 ,	1.60	
2016-02-11 09:30,	504	 ,	1.60	
2016-02-11 09:45,	517	 ,	1.61	
2016-02-11 10:00,	504	 ,	1.60	
2016-02-11 10:15,	517	 ,	1.61	
2016-02-11 10:30,	498	 ,	1.59	
2016-02-11 10:45,	504	 ,	1.60	
2016-02-11 11:00,	504	 ,	1.60	
2016-02-11 11:15,	504	 ,	1.60	
2016-02-11 11:30,	504	 ,	1.60	
2016-02-11 11:45,	504	 ,	1.60	
2016-02-11 12:00,	498	 ,	1.59	
2016-02-11 12:15,	491	 ,	1.58	
2016-02-11 12:30,	517	 ,	1.61	
2016-02-11 12:45,	498	 ,	1.59	
2016-02-11 13:00,	517	 ,	1.61	
2016-02-11 13:15,	504	 ,	1.60	
2016-02-11 13:30,	517	 ,	1.61	
2016-02-11 13:45,	504	 ,	1.60	
2016-02-11 14:00,	504	 ,	1.60	
2016-02-11 14:15,	504	 ,	1.60	
2016-02-11 14:30,	498	 ,	1.59	
2016-02-11 14:45,	498	 ,	1.59	
2016-02-11 15:00,	498	 ,	1.59	
2016-02-11 15:15,	498	 ,	1.59	
2016-02-11 15:30,	498	 ,	1.59	
2016-02-11 15:45,	491	 ,	1.58	
2016-02-11 16:00,	498	 ,	1.59	
2016-02-11 16:15,	498	 ,	1.59	
2016-02-11 16:30,	504	 ,	1.60	
2016-02-11 16:45,	491	 ,	1.58	
2016-02-11 17:00,	498	 ,	1.59	
2016-02-11 17:15,	504	 ,	1.60	
2016-02-11 17:30,	504	 ,	1.60	
2016-02-11 17:45,	491	 ,	1.58	
2016-02-11 18:00,	491	 ,	1.58	
2016-02-11 18:15,	491	 ,	1.58	
2016-02-11 18:30,	491	 ,	1.58	
2016-02-11 18:45,	491	 ,	1.58	
2016-02-11 19:00,	504	 ,	1.60	
2016-02-11 19:15,	491	 ,	1.58	
2016-02-11 19:30,	485	 ,	1.57	
2016-02-11 19:45,	491	 ,	1.58	
2016-02-11 20:00,	478	 ,	1.56	
2016-02-11 20:15,	491	 ,	1.58	
2016-02-11 20:30,	485	 ,	1.57	
2016-02-11 20:45,	485	 ,	1.57	
2016-02-11 21:00,	485	 ,	1.57	
2016-02-11 21:15,	485	 ,	1.57	
2016-02-11 21:30,	485	 ,	1.57	
2016-02-11 21:45,	485	 ,	1.57	
2016-02-11 22:00,	478	 ,	1.56	
2016-02-11 22:15,	491	 ,	1.58	
2016-02-11 22:30,	485	 ,	1.57	
2016-02-11 22:45,	491	 ,	1.58	
2016-02-11 23:00,	485	 ,	1.57	
2016-02-11 23:15,	498	 ,	1.59	
2016-02-11 23:30,	485	 ,	1.57	
2016-02-11 23:45,	485	 ,	1.57	
2016-02-12 00:00,	491	 ,	1.58	
2016-02-12 00:15,	478	 ,	1.56	
2016-02-12 00:30,	491	 ,	1.58	
2016-02-12 00:45,	478	 ,	1.56	
2016-02-12 01:00,	471	 ,	1.55	
2016-02-12 01:15,	485	 ,	1.57	
2016-02-12 01:30,	478	 ,	1.56	
2016-02-12 01:45,	478	 ,	1.56	
2016-02-12 02:00,	478	 ,	1.56	
2016-02-12 02:15,	485	 ,	1.57	
2016-02-12 02:30,	478	 ,	1.56	
2016-02-12 02:45,	485	 ,	1.57	
2016-02-12 03:00,	471	 ,	1.55	
2016-02-12 03:15,	478	 ,	1.56	
2016-02-12 03:30,	478	 ,	1.56	
2016-02-12 03:45,	478	 ,	1.56	
2016-02-12 04:00,	465	 ,	1.54	
2016-02-12 04:15,	471	 ,	1.55	
2016-02-12 04:30,	478	 ,	1.56	
2016-02-12 04:45,	471	 ,	1.55	
2016-02-12 05:00,	471	 ,	1.55	
2016-02-12 05:15,	471	 ,	1.55	
2016-02-12 05:30,	465	 ,	1.54	
2016-02-12 05:45,	471	 ,	1.55	
2016-02-12 06:00,	471	 ,	1.55	
2016-02-12 06:15,	471	 ,	1.55	
2016-02-12 06:30,	471	 ,	1.55	
2016-02-12 06:45,	471	 ,	1.55	
2016-02-12 07:00,	471	 ,	1.55	
2016-02-12 07:15,	465	 ,	1.54	
2016-02-12 07:30,	458	 ,	1.53	
2016-02-12 07:45,	471	 ,	1.55	
2016-02-12 08:00,	471	 ,	1.55	
2016-02-12 08:15,	471	 ,	1.55	
2016-02-12 08:30,	471	 ,	1.55	
2016-02-12 08:45,	471	 ,	1.55	
2016-02-12 09:00,	465	 ,	1.54	
2016-02-12 09:15,	465	 ,	1.54	
2016-02-12 09:30,	471	 ,	1.55	
2016-02-12 09:45,	471	 ,	1.55	
2016-02-12 10:00,	471	 ,	1.55	
2016-02-12 10:15,	465	 ,	1.54	
2016-02-12 10:30,	465	 ,	1.54	
2016-02-12 10:45,	471	 ,	1.55	
2016-02-12 11:00,	465	 ,	1.54	
2016-02-12 11:15,	465	 ,	1.54	
2016-02-12 11:30,	471	 ,	1.55	
2016-02-12 11:45,	465	 ,	1.54	
2016-02-12 12:00,	458	 ,	1.53	
2016-02-12 12:15,	471	 ,	1.55	
2016-02-12 12:30,	458	 ,	1.53	
2016-02-12 12:45,	451	 ,	1.52	
2016-02-12 13:00,	465	 ,	1.54	
2016-02-12 13:15,	465	 ,	1.54	
2016-02-12 13:30,	458	 ,	1.53	
2016-02-12 13:45,	458	 ,	1.53	
2016-02-12 14:00,	465	 ,	1.54	
2016-02-12 14:15,	458	 ,	1.53	
2016-02-12 14:30,	465	 ,	1.54	
2016-02-12 14:45,	465	 ,	1.54	
2016-02-12 15:00,	471	 ,	1.55	
2016-02-12 15:15,	465	 ,	1.54	
2016-02-12 15:30,	458	 ,	1.53	
2016-02-12 15:45,	451	 ,	1.52	
2016-02-12 16:00,	451	 ,	1.52	
2016-02-12 16:15,	458	 ,	1.53	
2016-02-12 16:30,	458	 ,	1.53	
2016-02-12 16:45,	451	 ,	1.52	
2016-02-12 17:00,	458	 ,	1.53	
2016-02-12 17:15,	451	 ,	1.52	
2016-02-12 17:30,	445	 ,	1.51	
2016-02-12 17:45,	451	 ,	1.52	
2016-02-12 18:00,	451	 ,	1.52	
2016-02-12 18:15,	445	 ,	1.51	
2016-02-12 18:30,	445	 ,	1.51	
2016-02-12 18:45,	445	 ,	1.51	
2016-02-12 19:00,	451	 ,	1.52	
2016-02-12 19:15,	451	 ,	1.52	
2016-02-12 19:30,	465	 ,	1.54	
2016-02-12 19:45,	451	 ,	1.52	
2016-02-12 20:00,	451	 ,	1.52	
2016-02-12 20:15,	445	 ,	1.51	
2016-02-12 20:30,	445	 ,	1.51	
2016-02-12 20:45,	445	 ,	1.51	
2016-02-12 21:00,	445	 ,	1.51	
2016-02-12 21:15,	445	 ,	1.51	
2016-02-12 21:30,	451	 ,	1.52	
2016-02-12 21:45,	451	 ,	1.52	
2016-02-12 22:00,	445	 ,	1.51	
2016-02-12 22:15,	445	 ,	1.51	
2016-02-12 22:30,	451	 ,	1.52	
2016-02-12 22:45,	445	 ,	1.51	
2016-02-12 23:00,	451	 ,	1.52	
2016-02-12 23:15,	451	 ,	1.52	
2016-02-12 23:30,	445	 ,	1.51	
2016-02-12 23:45,	445	 ,	1.51	
2016-02-13 00:00,	438	 ,	1.50	
2016-02-13 00:15,	432	 ,	1.49	
2016-02-13 00:30,	445	 ,	1.51	
2016-02-13 00:45,	445	 ,	1.51	
2016-02-13 01:00,	438	 ,	1.50	
2016-02-13 01:15,	438	 ,	1.50	
2016-02-13 01:30,	438	 ,	1.50	
2016-02-13 01:45,	438	 ,	1.50	
2016-02-13 02:00,	445	 ,	1.51	
2016-02-13 02:15,	438	 ,	1.50	
2016-02-13 02:30,	445	 ,	1.51	
2016-02-13 02:45,	438	 ,	1.50	
2016-02-13 03:00,	438	 ,	1.50	
2016-02-13 03:15,	445	 ,	1.51	
2016-02-13 03:30,	432	 ,	1.49	
2016-02-13 03:45,	438	 ,	1.50	
2016-02-13 04:00,	432	 ,	1.49	
2016-02-13 04:15,	438	 ,	1.50	
2016-02-13 04:30,	438	 ,	1.50	
2016-02-13 04:45,	438	 ,	1.50	
2016-02-13 05:00,	432	 ,	1.49	
2016-02-13 05:15,	432	 ,	1.49	
2016-02-13 05:30,	426	 ,	1.48	
2016-02-13 05:45,	432	 ,	1.49	
2016-02-13 06:00,	432	 ,	1.49	
2016-02-13 06:15,	432	 ,	1.49	
2016-02-13 06:30,	426	 ,	1.48	
2016-02-13 06:45,	432	 ,	1.49	
2016-02-13 07:00,	432	 ,	1.49	
2016-02-13 07:15,	426	 ,	1.48	
2016-02-13 07:30,	426	 ,	1.48	
2016-02-13 07:45,	432	 ,	1.49	
2016-02-13 08:00,	426	 ,	1.48	
2016-02-13 08:15,	432	 ,	1.49	
2016-02-13 08:30,	426	 ,	1.48	
2016-02-13 08:45,	432	 ,	1.49	
2016-02-13 09:00,	438	 ,	1.50	
2016-02-13 09:15,	432	 ,	1.49	
2016-02-13 09:30,	426	 ,	1.48	
2016-02-13 09:45,	432	 ,	1.49	
2016-02-13 10:00,	426	 ,	1.48	
2016-02-13 10:15,	426	 ,	1.48	
2016-02-13 10:30,	426	 ,	1.48	
2016-02-13 10:45,	432	 ,	1.49	
2016-02-13 11:00,	432	 ,	1.49	
2016-02-13 11:15,	419	 ,	1.47	
2016-02-13 11:30,	432	 ,	1.49	
2016-02-13 11:45,	432	 ,	1.49	
2016-02-13 12:00,	432	 ,	1.49	
2016-02-13 12:15,	432	 ,	1.49	
2016-02-13 12:30,	426	 ,	1.48	
2016-02-13 12:45,	419	 ,	1.47	
2016-02-13 13:00,	438	 ,	1.50	
2016-02-13 13:15,	419	 ,	1.47	
2016-02-13 13:30,	426	 ,	1.48	
2016-02-13 13:45,	426	 ,	1.48	
2016-02-13 14:00,	426	 ,	1.48	
2016-02-13 14:15,	419	 ,	1.47	
2016-02-13 14:30,	426	 ,	1.48	
2016-02-13 14:45,	426	 ,	1.48	
2016-02-13 15:00,	426	 ,	1.48	
2016-02-13 15:15,	432	 ,	1.49	
2016-02-13 15:30,	413	 ,	1.46	
2016-02-13 15:45,	419	 ,	1.47	
2016-02-13 16:00,	426	 ,	1.48	
2016-02-13 16:15,	426	 ,	1.48	
2016-02-13 16:30,	426	 ,	1.48	
2016-02-13 16:45,	419	 ,	1.47	
2016-02-13 17:00,	426	 ,	1.48	
2016-02-13 17:15,	413	 ,	1.46	
2016-02-13 17:30,	401	 ,	1.45	
2016-02-13 17:45,	413	 ,	1.46	
2016-02-13 18:00,	419	 ,	1.47	
2016-02-13 18:15,	419	 ,	1.47	
2016-02-13 18:30,	413	 ,	1.46	
2016-02-13 18:45,	413	 ,	1.46	
2016-02-13 19:00,	419	 ,	1.47	
2016-02-13 19:15,	413	 ,	1.46	
2016-02-13 19:30,	419	 ,	1.47	
2016-02-13 19:45,	413	 ,	1.46	
2016-02-13 20:00,	413	 ,	1.46	
2016-02-13 20:15,	413	 ,	1.46	
2016-02-13 20:30,	401	 ,	1.45	
2016-02-13 20:45,	401	 ,	1.45	
2016-02-13 21:00,	401	 ,	1.45	
2016-02-13 21:15,	413	 ,	1.46	
2016-02-13 21:30,	395	 ,	1.44	
2016-02-13 21:45,	401	 ,	1.45	
2016-02-13 22:00,	401	 ,	1.45	
2016-02-13 22:15,	413	 ,	1.46	
2016-02-13 22:30,	401	 ,	1.45	
2016-02-13 22:45,	413	 ,	1.46	
2016-02-13 23:00,	413	 ,	1.46	
2016-02-13 23:15,	395	 ,	1.44	
2016-02-13 23:30,	401	 ,	1.45	
2016-02-13 23:45,	395	 ,	1.44	
2016-02-14 00:00,	401	 ,	1.45	
2016-02-14 00:15,	401	 ,	1.45	
2016-02-14 00:30,	413	 ,	1.46	
2016-02-14 00:45,	389	 ,	1.43	
2016-02-14 01:00,	401	 ,	1.45	
2016-02-14 01:15,	395	 ,	1.44	
2016-02-14 01:30,	401	 ,	1.45	
2016-02-14 01:45,	413	 ,	1.46	
2016-02-14 02:00,	395	 ,	1.44	
2016-02-14 02:15,	401	 ,	1.45	
2016-02-14 02:30,	395	 ,	1.44	
2016-02-14 02:45,	389	 ,	1.43	
2016-02-14 03:00,	395	 ,	1.44	
2016-02-14 03:15,	395	 ,	1.44	
2016-02-14 03:30,	401	 ,	1.45	
2016-02-14 03:45,	395	 ,	1.44	
2016-02-14 04:00,	395	 ,	1.44	
2016-02-14 04:15,	389	 ,	1.43	
2016-02-14 04:30,	395	 ,	1.44	
2016-02-14 04:45,	389	 ,	1.43	
2016-02-14 05:00,	389	 ,	1.43	
2016-02-14 05:15,	389	 ,	1.43	
2016-02-14 05:30,	395	 ,	1.44	
2016-02-14 05:45,	389	 ,	1.43	
2016-02-14 06:00,	389	 ,	1.43	
2016-02-14 06:15,	389	 ,	1.43	
2016-02-14 06:30,	395	 ,	1.44	
2016-02-14 06:45,	389	 ,	1.43	
2016-02-14 07:00,	389	 ,	1.43	
2016-02-14 07:15,	389	 ,	1.43	
2016-02-14 07:30,	389	 ,	1.43	
2016-02-14 07:45,	383	 ,	1.42	
2016-02-14 08:00,	389	 ,	1.43	
2016-02-14 08:15,	383	 ,	1.42	
2016-02-14 08:30,	395	 ,	1.44	
2016-02-14 08:45,	389	 ,	1.43	
2016-02-14 09:00,	383	 ,	1.42	
2016-02-14 09:15,	383	 ,	1.42	
2016-02-14 09:30,	389	 ,	1.43	
2016-02-14 09:45,	383	 ,	1.42	
2016-02-14 10:00,	383	 ,	1.42	
2016-02-14 10:15,	383	 ,	1.42	
2016-02-14 10:30,	383	 ,	1.42	
2016-02-14 10:45,	389	 ,	1.43	
2016-02-14 11:00,	383	 ,	1.42	
2016-02-14 11:15,	383	 ,	1.42	
2016-02-14 11:30,	383	 ,	1.42	
2016-02-14 11:45,	389	 ,	1.43	
2016-02-14 12:00,	377	 ,	1.41	
2016-02-14 12:15,	383	 ,	1.42	
2016-02-14 12:30,	383	 ,	1.42	
2016-02-14 12:45,	389	 ,	1.43	
2016-02-14 13:00,	383	 ,	1.42	
2016-02-14 13:15,	383	 ,	1.42	
2016-02-14 13:30,	383	 ,	1.42	
2016-02-14 13:45,	377	 ,	1.41	
2016-02-14 14:00,	377	 ,	1.41	
2016-02-14 14:15,	383	 ,	1.42	
2016-02-14 14:30,	389	 ,	1.43	
2016-02-14 14:45,	383	 ,	1.42	
2016-02-14 15:00,	377	 ,	1.41	
2016-02-14 15:15,	383	 ,	1.42	
2016-02-14 15:30,	383	 ,	1.42	
2016-02-14 15:45,	383	 ,	1.42	
2016-02-14 16:00,	383	 ,	1.42	
2016-02-14 16:15,	395	 ,	1.44	
2016-02-14 16:30,	377	 ,	1.41	
2016-02-14 16:45,	377	 ,	1.41	
2016-02-14 17:00,	383	 ,	1.42	
2016-02-14 17:15,	377	 ,	1.41	
2016-02-14 17:30,	383	 ,	1.42	
2016-02-14 17:45,	377	 ,	1.41	
2016-02-14 18:00,	377	 ,	1.41	
2016-02-14 18:15,	377	 ,	1.41	
2016-02-14 18:30,	383	 ,	1.42	
2016-02-14 18:45,	365	 ,	1.39	
2016-02-14 19:00,	377	 ,	1.41	
2016-02-14 19:15,	371	 ,	1.40	
2016-02-14 19:30,	371	 ,	1.40	
2016-02-14 19:45,	383	 ,	1.42	
2016-02-14 20:00,	377	 ,	1.41	
2016-02-14 20:15,	371	 ,	1.40	
2016-02-14 20:30,	377	 ,	1.41	
2016-02-14 20:45,	371	 ,	1.40	
2016-02-14 21:00,	377	 ,	1.41	
2016-02-14 21:15,	377	 ,	1.41	
2016-02-14 21:30,	377	 ,	1.41	
2016-02-14 21:45,	377	 ,	1.41	
2016-02-14 22:00,	377	 ,	1.41	
2016-02-14 22:15,	371	 ,	1.40	
2016-02-14 22:30,	377	 ,	1.41	
2016-02-14 22:45,	371	 ,	1.40	
2016-02-14 23:00,	371	 ,	1.40	
2016-02-14 23:15,	383	 ,	1.42	
2016-02-14 23:30,	371	 ,	1.40	
2016-02-14 23:45,	377	 ,	1.41	
2016-02-15 00:00,	377	 ,	1.41	
2016-02-15 00:15,	371	 ,	1.40	
2016-02-15 00:30,	371	 ,	1.40	
2016-02-15 00:45,	371	 ,	1.40	
2016-02-15 01:00,	377	 ,	1.41	
2016-02-15 01:15,	377	 ,	1.41	
2016-02-15 01:30,	371	 ,	1.40	
2016-02-15 01:45,	377	 ,	1.41	
2016-02-15 02:00,	377	 ,	1.41	
2016-02-15 02:15,	377	 ,	1.41	
2016-02-15 02:30,	377	 ,	1.41	
2016-02-15 02:45,	377	 ,	1.41	
2016-02-15 03:00,	377	 ,	1.41	
2016-02-15 03:15,	371	 ,	1.40	
2016-02-15 03:30,	383	 ,	1.42	
2016-02-15 03:45,	377	 ,	1.41	
2016-02-15 04:00,	377	 ,	1.41	
2016-02-15 04:15,	377	 ,	1.41	
2016-02-15 04:30,	371	 ,	1.40	
2016-02-15 04:45,	371	 ,	1.40	
2016-02-15 05:00,	383	 ,	1.42	
2016-02-15 05:15,	371	 ,	1.40	
2016-02-15 05:30,	371	 ,	1.40	
2016-02-15 05:45,	377	 ,	1.41	
2016-02-15 06:00,	371	 ,	1.40	
2016-02-15 06:15,	371	 ,	1.40	
2016-02-15 06:30,	383	 ,	1.42	
2016-02-15 06:45,	371	 ,	1.40	
2016-02-15 07:00,	377	 ,	1.41	
2016-02-15 07:15,	377	 ,	1.41	
2016-02-15 07:30,	377	 ,	1.41	
2016-02-15 07:45,	371	 ,	1.40	
2016-02-15 08:00,	377	 ,	1.41	
2016-02-15 08:15,	371	 ,	1.40	
2016-02-15 08:30,	371	 ,	1.40	
2016-02-15 08:45,	377	 ,	1.41	
2016-02-15 09:00,	371	 ,	1.40	
2016-02-15 09:15,	383	 ,	1.42	
2016-02-15 09:30,	371	 ,	1.40	
2016-02-15 09:45,	371	 ,	1.40	
2016-02-15 10:00,	371	 ,	1.40	
2016-02-15 10:15,	377	 ,	1.41	
2016-02-15 10:30,	371	 ,	1.40	
2016-02-15 10:45,	377	 ,	1.41	
2016-02-15 11:00,	371	 ,	1.40	
2016-02-15 11:15,	377	 ,	1.41	
2016-02-15 11:30,	371	 ,	1.40	
2016-02-15 11:45,	383	 ,	1.42	
2016-02-15 12:00,	383	 ,	1.42	
2016-02-15 12:15,	371	 ,	1.40	
2016-02-15 12:30,	377	 ,	1.41	
2016-02-15 12:45,	377	 ,	1.41	
2016-02-15 13:00,	377	 ,	1.41	
2016-02-15 13:15,	377	 ,	1.41	
2016-02-15 13:30,	371	 ,	1.40	
2016-02-15 13:45,	377	 ,	1.41	
2016-02-15 14:00,	377	 ,	1.41	
2016-02-15 14:15,	377	 ,	1.41	
2016-02-15 14:30,	371	 ,	1.40	
2016-02-15 14:45,	371	 ,	1.40	
2016-02-15 15:00,	371	 ,	1.40	
2016-02-15 15:15,	371	 ,	1.40	
2016-02-15 15:30,	365	 ,	1.39	
2016-02-15 15:45,	371	 ,	1.40	
2016-02-15 16:00,	377	 ,	1.41	
2016-02-15 16:15,	371	 ,	1.40	
2016-02-15 16:30,	371	 ,	1.40	
2016-02-15 16:45,	377	 ,	1.41	
2016-02-15 17:00,	371	 ,	1.40	
2016-02-15 17:15,	371	 ,	1.40	
2016-02-15 17:30,	377	 ,	1.41	
2016-02-15 17:45,	371	 ,	1.40	
2016-02-15 18:00,	365	 ,	1.39	
2016-02-15 18:15,	365	 ,	1.39	
2016-02-15 18:30,	371	 ,	1.40	
2016-02-15 18:45,	371	 ,	1.40	
2016-02-15 19:00,	371	 ,	1.40	
2016-02-15 19:15,	365	 ,	1.39	
2016-02-15 19:30,	360	 ,	1.38	
2016-02-15 19:45,	360	 ,	1.38	
2016-02-15 20:00,	365	 ,	1.39	
2016-02-15 20:15,	365	 ,	1.39	
2016-02-15 20:30,	360	 ,	1.38	
2016-02-15 20:45,	365	 ,	1.39	
2016-02-15 21:00,	371	 ,	1.40	
2016-02-15 21:15,	360	 ,	1.38	
2016-02-15 21:30,	365	 ,	1.39	
2016-02-15 21:45,	365	 ,	1.39	
2016-02-15 22:00,	365	 ,	1.39	
2016-02-15 22:15,	360	 ,	1.38	
2016-02-15 22:30,	360	 ,	1.38	
2016-02-15 22:45,	360	 ,	1.38	
2016-02-15 23:00,	365	 ,	1.39	
2016-02-15 23:15,	360	 ,	1.38	
2016-02-15 23:30,	365	 ,	1.39	
2016-02-15 23:45,	365	 ,	1.39	
2016-02-16 00:00,	360	 ,	1.38	
2016-02-16 00:15,	354	 ,	1.37	
2016-02-16 00:30,	365	 ,	1.39	
2016-02-16 00:45,	365	 ,	1.39	
2016-02-16 01:00,	349	 ,	1.36	
2016-02-16 01:15,	360	 ,	1.38	
2016-02-16 01:30,	360	 ,	1.38	
2016-02-16 01:45,	360	 ,	1.38	
2016-02-16 02:00,	354	 ,	1.37	
2016-02-16 02:15,	354	 ,	1.37	
2016-02-16 02:30,	354	 ,	1.37	
2016-02-16 02:45,	360	 ,	1.38	
2016-02-16 03:00,	349	 ,	1.36	
2016-02-16 03:15,	354	 ,	1.37	
2016-02-16 03:30,	354	 ,	1.37	
2016-02-16 03:45,	354	 ,	1.37	
2016-02-16 04:00,	349	 ,	1.36	
2016-02-16 04:15,	354	 ,	1.37	
2016-02-16 04:30,	354	 ,	1.37	
2016-02-16 04:45,	349	 ,	1.36	
2016-02-16 05:00,	354	 ,	1.37	
2016-02-16 05:15,	349	 ,	1.36	
2016-02-16 05:30,	354	 ,	1.37	
2016-02-16 05:45,	349	 ,	1.36	
2016-02-16 06:00,	349	 ,	1.36	
2016-02-16 06:15,	354	 ,	1.37	
2016-02-16 06:30,	343	 ,	1.35	
2016-02-16 06:45,	349	 ,	1.36	
2016-02-16 07:00,	349	 ,	1.36	
2016-02-16 07:15,	354	 ,	1.37	
2016-02-16 07:30,	354	 ,	1.37	
2016-02-16 07:45,	349	 ,	1.36	
2016-02-16 08:00,	354	 ,	1.37	
2016-02-16 08:15,	343	 ,	1.35	
2016-02-16 08:30,	354	 ,	1.37	
2016-02-16 08:45,	343	 ,	1.35	
2016-02-16 09:00,	349	 ,	1.36	
2016-02-16 09:15,	354	 ,	1.37	
2016-02-16 09:30,	354	 ,	1.37	
2016-02-16 09:45,	349	 ,	1.36	
2016-02-16 10:00,	354	 ,	1.37	
2016-02-16 10:15,	349	 ,	1.36	
2016-02-16 10:30,	349	 ,	1.36	
2016-02-16 10:45,	349	 ,	1.36	
2016-02-16 11:00,	354	 ,	1.37	
2016-02-16 11:15,	349	 ,	1.36	
2016-02-16 11:30,	349	 ,	1.36	
2016-02-16 11:45,	349	 ,	1.36	
2016-02-16 12:00,	343	 ,	1.35	
2016-02-16 12:15,	354	 ,	1.37	
2016-02-16 12:30,	349	 ,	1.36	
2016-02-16 12:45,	343	 ,	1.35	
