pst, cfs, stage_ft
2016-02-16 13:00,	343	 ,	1.35	
2016-02-16 13:15,	354	 ,	1.37	
2016-02-16 13:30,	349	 ,	1.36	
2016-02-16 13:45,	349	 ,	1.36	
2016-02-16 14:00,	349	 ,	1.36	
2016-02-16 14:15,	343	 ,	1.35	
2016-02-16 14:30,	338	 ,	1.34	
2016-02-16 14:45,	343	 ,	1.35	
2016-02-16 15:00,	343	 ,	1.35	
2016-02-16 15:15,	343	 ,	1.35	
2016-02-16 15:30,	338	 ,	1.34	
2016-02-16 15:45,	349	 ,	1.36	
2016-02-16 16:00,	349	 ,	1.36	
2016-02-16 16:15,	343	 ,	1.35	
2016-02-16 16:30,	343	 ,	1.35	
2016-02-16 16:45,	343	 ,	1.35	
2016-02-16 17:00,	343	 ,	1.35	
2016-02-16 17:15,	343	 ,	1.35	
2016-02-16 17:30,	343	 ,	1.35	
2016-02-16 17:45,	343	 ,	1.35	
2016-02-16 18:00,	343	 ,	1.35	
2016-02-16 18:15,	343	 ,	1.35	
2016-02-16 18:30,	343	 ,	1.35	
2016-02-16 18:45,	338	 ,	1.34	
2016-02-16 19:00,	343	 ,	1.35	
2016-02-16 19:15,	343	 ,	1.35	
2016-02-16 19:30,	343	 ,	1.35	
2016-02-16 19:45,	338	 ,	1.34	
2016-02-16 20:00,	343	 ,	1.35	
2016-02-16 20:15,	338	 ,	1.34	
2016-02-16 20:30,	338	 ,	1.34	
2016-02-16 20:45,	338	 ,	1.34	
2016-02-16 21:00,	343	 ,	1.35	
2016-02-16 21:15,	338	 ,	1.34	
2016-02-16 21:30,	343	 ,	1.35	
2016-02-16 21:45,	338	 ,	1.34	
2016-02-16 22:00,	343	 ,	1.35	
2016-02-16 22:15,	338	 ,	1.34	
2016-02-16 22:30,	338	 ,	1.34	
2016-02-16 22:45,	338	 ,	1.34	
2016-02-16 23:00,	338	 ,	1.34	
2016-02-16 23:15,	338	 ,	1.34	
2016-02-16 23:30,	332	 ,	1.33	
2016-02-16 23:45,	332	 ,	1.33	
2016-02-17 00:00,	338	 ,	1.34	
2016-02-17 00:15,	338	 ,	1.34	
2016-02-17 00:30,	338	 ,	1.34	
2016-02-17 00:45,	332	 ,	1.33	
2016-02-17 01:00,	338	 ,	1.34	
2016-02-17 01:15,	332	 ,	1.33	
2016-02-17 01:30,	332	 ,	1.33	
2016-02-17 01:45,	338	 ,	1.34	
2016-02-17 02:00,	332	 ,	1.33	
2016-02-17 02:15,	338	 ,	1.34	
2016-02-17 02:30,	332	 ,	1.33	
2016-02-17 02:45,	332	 ,	1.33	
2016-02-17 03:00,	332	 ,	1.33	
2016-02-17 03:15,	332	 ,	1.33	
2016-02-17 03:30,	332	 ,	1.33	
2016-02-17 03:45,	332	 ,	1.33	
2016-02-17 04:00,	332	 ,	1.33	
2016-02-17 04:15,	332	 ,	1.33	
2016-02-17 04:30,	332	 ,	1.33	
2016-02-17 04:45,	332	 ,	1.33	
2016-02-17 05:00,	338	 ,	1.34	
2016-02-17 05:15,	327	 ,	1.32	
2016-02-17 05:30,	332	 ,	1.33	
2016-02-17 05:45,	327	 ,	1.32	
2016-02-17 06:00,	332	 ,	1.33	
2016-02-17 06:15,	332	 ,	1.33	
2016-02-17 06:30,	327	 ,	1.32	
2016-02-17 06:45,	332	 ,	1.33	
2016-02-17 07:00,	332	 ,	1.33	
2016-02-17 07:15,	327	 ,	1.32	
2016-02-17 07:30,	327	 ,	1.32	
2016-02-17 07:45,	327	 ,	1.32	
2016-02-17 08:00,	327	 ,	1.32	
2016-02-17 08:15,	327	 ,	1.32	
2016-02-17 08:30,	332	 ,	1.33	
2016-02-17 08:45,	327	 ,	1.32	
2016-02-17 09:00,	327	 ,	1.32	
2016-02-17 09:15,	332	 ,	1.33	
2016-02-17 09:30,	327	 ,	1.32	
2016-02-17 09:45,	327	 ,	1.32	
2016-02-17 10:00,	327	 ,	1.32	
2016-02-17 10:15,	327	 ,	1.32	
2016-02-17 10:30,	321	 ,	1.31	
2016-02-17 10:45,	327	 ,	1.32	
2016-02-17 11:00,	327	 ,	1.32	
2016-02-17 11:15,	327	 ,	1.32	
2016-02-17 11:30,	327	 ,	1.32	
2016-02-17 11:45,	327	 ,	1.32	
2016-02-17 12:00,	327	 ,	1.32	
2016-02-17 12:15,	321	 ,	1.31	
2016-02-17 12:30,	321	 ,	1.31	
2016-02-17 12:45,	327	 ,	1.32	
2016-02-17 13:00,	332	 ,	1.33	
2016-02-17 13:15,	332	 ,	1.33	
2016-02-17 13:30,	338	 ,	1.34	
2016-02-17 13:45,	327	 ,	1.32	
2016-02-17 14:00,	321	 ,	1.31	
2016-02-17 14:15,	327	 ,	1.32	
2016-02-17 14:30,	327	 ,	1.32	
2016-02-17 14:45,	332	 ,	1.33	
2016-02-17 15:00,	327	 ,	1.32	
2016-02-17 15:15,	338	 ,	1.34	
2016-02-17 15:30,	338	 ,	1.34	
2016-02-17 15:45,	332	 ,	1.33	
2016-02-17 16:00,	338	 ,	1.34	
2016-02-17 16:15,	338	 ,	1.34	
2016-02-17 16:30,	343	 ,	1.35	
2016-02-17 16:45,	343	 ,	1.35	
2016-02-17 17:00,	349	 ,	1.36	
2016-02-17 17:15,	343	 ,	1.35	
2016-02-17 17:30,	349	 ,	1.36	
2016-02-17 17:45,	354	 ,	1.37	
2016-02-17 18:00,	360	 ,	1.38	
2016-02-17 18:15,	360	 ,	1.38	
2016-02-17 18:30,	349	 ,	1.36	
2016-02-17 18:45,	360	 ,	1.38	
2016-02-17 19:00,	360	 ,	1.38	
2016-02-17 19:15,	371	 ,	1.40	
2016-02-17 19:30,	377	 ,	1.41	
2016-02-17 19:45,	377	 ,	1.41	
2016-02-17 20:00,	377	 ,	1.41	
2016-02-17 20:15,	383	 ,	1.42	
2016-02-17 20:30,	383	 ,	1.42	
2016-02-17 20:45,	389	 ,	1.43	
2016-02-17 21:00,	395	 ,	1.44	
2016-02-17 21:15,	395	 ,	1.44	
2016-02-17 21:30,	401	 ,	1.45	
2016-02-17 21:45,	401	 ,	1.45	
2016-02-17 22:00,	413	 ,	1.46	
2016-02-17 22:15,	419	 ,	1.47	
2016-02-17 22:30,	426	 ,	1.48	
2016-02-17 22:45,	438	 ,	1.50	
2016-02-17 23:00,	438	 ,	1.50	
2016-02-17 23:15,	451	 ,	1.52	
2016-02-17 23:30,	445	 ,	1.51	
2016-02-17 23:45,	451	 ,	1.52	
