pst, cfs, stage_ft
10/13/14 0:00,"	4.59	","	-0.09	"
10/13/14 0:15,"	4.59	","	-0.09	"
10/13/14 0:30,"	4.59	","	-0.09	"
10/13/14 0:45,"	4.59	","	-0.09	"
10/13/14 1:00,"	4.59	","	-0.09	"
10/13/14 1:15,"	4.59	","	-0.09	"
10/13/14 1:30,"	4.59	","	-0.09	"
10/13/14 1:45,"	4.59	","	-0.09	"
10/13/14 2:00,"	4.59	","	-0.09	"
10/13/14 2:15,"	4.59	","	-0.09	"
10/13/14 2:30,"	4.59	","	-0.09	"
10/13/14 2:45,"	4.59	","	-0.09	"
10/13/14 3:00,"	4.59	","	-0.09	"
10/13/14 3:15,"	4.59	","	-0.09	"
10/13/14 3:30,"	4.59	","	-0.09	"
10/13/14 3:45,"	4.59	","	-0.09	"
10/13/14 4:00,"	4.59	","	-0.09	"
10/13/14 4:15,"	4.59	","	-0.09	"
10/13/14 4:30,"	4.59	","	-0.09	"
10/13/14 4:45,"	4.59	","	-0.09	"
10/13/14 5:00,"	4.59	","	-0.09	"
10/13/14 5:15,"	4.59	","	-0.09	"
10/13/14 5:30,"	4.59	","	-0.09	"
10/13/14 5:45,"	4.59	","	-0.09	"
10/13/14 6:00,"	4.59	","	-0.09	"
10/13/14 6:15,"	4.59	","	-0.09	"
10/13/14 6:30,"	4.59	","	-0.09	"
10/13/14 6:45,"	4.59	","	-0.09	"
10/13/14 7:00,"	4.59	","	-0.09	"
10/13/14 7:15,"	4.59	","	-0.09	"
10/13/14 7:30,"	4.59	","	-0.09	"
10/13/14 7:45,"	4.59	","	-0.09	"
10/13/14 8:00,"	4.59	","	-0.09	"
10/13/14 8:15,"	4.59	","	-0.09	"
10/13/14 8:30,"	4.59	","	-0.09	"
10/13/14 8:45,"	4.59	","	-0.09	"
10/13/14 9:00,"	4.59	","	-0.09	"
10/13/14 9:15,"	4.59	","	-0.09	"
10/13/14 9:30,"	4.59	","	-0.09	"
10/13/14 9:45,"	4.59	","	-0.09	"
10/13/14 10:00,"	4.59	","	-0.09	"
10/13/14 10:15,"	4.59	","	-0.09	"
10/13/14 10:30,"	4.59	","	-0.09	"
10/13/14 10:45,"	4.59	","	-0.09	"
10/13/14 11:00,"	4.59	","	-0.09	"
10/13/14 11:15,"	4.59	","	-0.09	"
10/13/14 11:30,"	4.59	","	-0.09	"
10/13/14 11:45,"	4.59	","	-0.09	"
10/13/14 12:00,"	4.59	","	-0.09	"
10/13/14 12:15,"	4.93	","	-0.08	"
10/13/14 12:30,"	4.59	","	-0.09	"
10/13/14 12:45,"	4.59	","	-0.09	"
10/13/14 13:00,"	4.59	","	-0.09	"
10/13/14 13:15,"	4.59	","	-0.09	"
10/13/14 13:30,"	4.59	","	-0.09	"
10/13/14 13:45,"	4.59	","	-0.09	"
10/13/14 14:00,"	4.59	","	-0.09	"
10/13/14 14:15,"	4.59	","	-0.09	"
10/13/14 14:30,"	4.59	","	-0.09	"
10/13/14 14:45,"	4.59	","	-0.09	"
10/13/14 15:00,"	4.59	","	-0.09	"
10/13/14 15:15,"	4.59	","	-0.09	"
10/13/14 15:30,"	4.59	","	-0.09	"
10/13/14 15:45,"	4.59	","	-0.09	"
10/13/14 16:00,"	4.59	","	-0.09	"
10/13/14 16:15,"	4.59	","	-0.09	"
10/13/14 16:30,"	4.59	","	-0.09	"
10/13/14 16:45,"	4.59	","	-0.09	"
10/13/14 17:00,"	4.59	","	-0.09	"
10/13/14 17:15,"	4.59	","	-0.09	"
10/13/14 17:30,"	4.59	","	-0.09	"
10/13/14 17:45,"	4.59	","	-0.09	"
10/13/14 18:00,"	4.59	","	-0.09	"
10/13/14 18:15,"	4.59	","	-0.09	"
10/13/14 18:30,"	4.59	","	-0.09	"
10/13/14 18:45,"	4.59	","	-0.09	"
10/13/14 19:00,"	4.59	","	-0.09	"
10/13/14 19:15,"	4.59	","	-0.09	"
10/13/14 19:30,"	4.59	","	-0.09	"
10/13/14 19:45,"	4.59	","	-0.09	"
10/13/14 20:00,"	4.59	","	-0.09	"
10/13/14 20:15,"	4.59	","	-0.09	"
10/13/14 20:30,"	4.59	","	-0.09	"
10/13/14 20:45,"	4.59	","	-0.09	"
10/13/14 21:00,"	4.59	","	-0.09	"
10/13/14 21:15,"	4.59	","	-0.09	"
10/13/14 21:30,"	4.59	","	-0.09	"
10/13/14 21:45,"	4.59	","	-0.09	"
10/13/14 22:00,"	4.59	","	-0.09	"
10/13/14 22:15,"	4.59	","	-0.09	"
10/13/14 22:30,"	4.59	","	-0.09	"
10/13/14 22:45,"	4.59	","	-0.09	"
10/13/14 23:00,"	4.59	","	-0.09	"
10/13/14 23:15,"	4.59	","	-0.09	"
10/13/14 23:30,"	4.59	","	-0.09	"
10/13/14 23:45,"	4.59	","	-0.09	"
10/14/14 0:00,"	4.59	","	-0.09	"
10/14/14 0:15,"	4.59	","	-0.09	"
10/14/14 0:30,"	4.59	","	-0.09	"
