GMT,x1950,x1951,x1952,x1953,x1954,x1955,x1956,x1957,x1958,x1959,x1960,x1961,x1962,x1963,x1964,x1965,x1966,x1967,x1968,x1969,x1970,x1971,x1972,x1973,x1974,x1975,x1976,x1977,x1978,x1979,x1980,x1981,x1982,x1983,x1984,x1985,x1986,x1987,x1988,x1989,x1990,x1991,x1992,x1993,x1994,x1995,x1996,x1997,x1998,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008
10/23/2014 12:00,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557
10/23/2014 13:00,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557,0.05000557
10/23/2014 14:00,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716,0.050358716
10/23/2014 15:00,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501,0.05106501
10/23/2014 16:00,0.052159764,0.052371655,0.052618857,0.052159764,0.052159764,0.05219508,0.05219508,0.052548226,0.052689485,0.05219508,0.05219508,0.052301023,0.052406967,0.05219508,0.05219508,0.05219508,0.05219508,0.05219508,0.05219508,0.05219508,0.05219508,0.052866057,0.052477594,0.05219508,0.053077947,0.05219508,0.05219508,0.05219508,0.0527248,0.05219508,0.052301023,0.05219508,0.05219508,0.052583538,0.052406967,0.05223039,0.052442282,0.052371655,0.052406967,0.05223039,0.05251291,0.05223039,0.05233634,0.05223039,0.05226571,0.05226571,0.05226571,0.052371655,0.05226571,0.05226571,0.05226571,0.052371655,0.05226571,0.052301023,0.05226571,0.052477594,0.052301023,0.052301023,0.052301023
10/23/2014 17:00,0.05357235,0.05445522,0.05576186,0.05357235,0.05357235,0.05357235,0.053607665,0.055338085,0.05600906,0.053607665,0.053607665,0.054172702,0.05470242,0.053607665,0.05364298,0.05364298,0.05364298,0.053678293,0.053678293,0.053678293,0.053678293,0.05689193,0.05502025,0.053678293,0.057880744,0.053713612,0.053713612,0.053713612,0.05629158,0.053713612,0.054208014,0.053748924,0.053748924,0.055479344,0.054631792,0.053748924,0.054808367,0.054490533,0.05473773,0.053748924,0.05523214,0.05378424,0.054419905,0.05378424,0.05396081,0.053996127,0.053996127,0.054596476,0.053996127,0.05403144,0.05406676,0.05456116,0.05406676,0.05424333,0.05410207,0.055126198,0.05410207,0.054137386,0.054137386
10/23/2014 18:00,0.05509088,0.05773948,0.061553467,0.055126198,0.055161513,0.055196825,0.055196825,0.060282137,0.062189132,0.05523214,0.05523214,0.05689193,0.058410462,0.055267457,0.055338085,0.055338085,0.055373397,0.055408712,0.055408712,0.055444032,0.055479344,0.0647671,0.059399273,0.055479344,0.06762759,0.05551466,0.05554997,0.05554997,0.063071996,0.055585288,0.05696256,0.055620603,0.055655915,0.060670603,0.05823389,0.055655915,0.05876361,0.057845425,0.058551718,0.05569123,0.05992899,0.055726543,0.057633538,0.05576186,0.05629158,0.056326896,0.056362208,0.058092628,0.05643284,0.05646815,0.056538783,0.057986684,0.0565741,0.057068504,0.056644727,0.059646476,0.056715354,0.05675067,0.056821298
10/23/2014 19:00,0.056538783,0.06271885,0.07158283,0.056609415,0.056680042,0.05675067,0.056785986,0.0686164,0.07313668,0.056856617,0.05689193,0.060776543,0.064272694,0.056927245,0.057103816,0.057139132,0.057209764,0.05724508,0.057315707,0.05735102,0.05742165,0.079104856,0.06656815,0.057456963,0.08581465,0.05752759,0.05756291,0.057633538,0.07518493,0.057704166,0.060953114,0.057774797,0.05781011,0.0695699,0.063919544,0.057880744,0.065084934,0.06300137,0.06466115,0.057951372,0.06783948,0.058022,0.06247165,0.058092628,0.05929333,0.059399273,0.05954053,0.0635664,0.059646476,0.05975242,0.059893675,0.06328389,0.06003494,0.06112969,0.060140878,0.0671685,0.060282137,0.060458712,0.060599968
10/23/2014 20:00,0.05773948,0.07048808,0.08878107,0.057916056,0.058057316,0.058163255,0.058269203,0.08267164,0.09192408,0.058375146,0.05848109,0.066462204,0.073666394,0.058551718,0.058904864,0.05901081,0.059116755,0.0592227,0.05932864,0.059434585,0.05954053,0.10428422,0.07843388,0.05968179,0.118092254,0.05978773,0.059893675,0.06003494,0.09612652,0.060140878,0.066815354,0.060282137,0.060388085,0.084578626,0.07292479,0.060494028,0.075361505,0.07105312,0.07447863,0.060635284,0.08104716,0.060776543,0.069993675,0.060917802,0.063425146,0.06367235,0.063884236,0.07225381,0.06413144,0.06437864,0.06466115,0.07161815,0.06494367,0.06720381,0.065190874,0.07966989,0.06547339,0.06579123,0.06610906
10/23/2014 21:00,0.058587037,0.082106605,0.11583211,0.058869552,0.059116755,0.059363957,0.05954053,0.10453142,0.1215884,0.05975242,0.05992899,0.07461989,0.08789821,0.06007025,0.060705915,0.060917802,0.061094377,0.06130626,0.06148284,0.061694723,0.061906613,0.14436635,0.09669156,0.0621185,0.16954572,0.062330388,0.062542275,0.06275416,0.12939295,0.062966056,0.07529087,0.06321325,0.063425146,0.10806288,0.08655625,0.06367235,0.09107653,0.08309541,0.08941674,0.063884236,0.10156498,0.064166754,0.08115311,0.06441396,0.06907549,0.06946395,0.06992304,0.085320234,0.07038213,0.070805915,0.07130031,0.08415485,0.071830034,0.07599717,0.072289124,0.09898701,0.07285416,0.07341919,0.074019544
10/23/2014 22:00,0.058975495,0.097962886,0.15436041,0.0594699,0.059858363,0.06024682,0.06052934,0.13447826,0.16325971,0.060882486,0.061165005,0.08592059,0.10806288,0.061447524,0.06247165,0.06278948,0.06310731,0.063425146,0.06377829,0.06413144,0.06444927,0.20026948,0.1220475,0.064802416,0.23770303,0.06512025,0.06547339,0.06586186,0.17604363,0.066215,0.08687408,0.066638775,0.06695661,0.14228278,0.10502582,0.06738038,0.11279505,0.09997583,0.110252395,0.06776885,0.1300286,0.06822794,0.09612652,0.0686164,0.07624436,0.076950654,0.07769227,0.10308351,0.07843388,0.0792108,0.080023035,0.10121184,0.08087059,0.08779227,0.08168282,0.1256849,0.08260101,0.08358982,0.08454332
10/23/2014 23:00,0.058940183,0.11756253,0.20404814,0.05968179,0.060282137,0.060847174,0.06127095,0.17035796,0.2147838,0.061765354,0.062189132,0.100682124,0.134337,0.062612906,0.06413144,0.06466115,0.06504962,0.06557934,0.066073745,0.06660347,0.067097865,0.26860335,0.15344222,0.06759228,0.3170198,0.06812199,0.0686164,0.06925207,0.23279428,0.06974647,0.10167093,0.07034682,0.07087654,0.18850969,0.12709749,0.071476884,0.13984609,0.12190623,0.13663244,0.07207724,0.16513139,0.072748214,0.11396043,0.07338388,0.084649265,0.08567339,0.08676814,0.12459015,0.08789821,0.08924016,0.09044087,0.12187092,0.09178282,0.10213002,0.09305415,0.15845692,0.094502054,0.09598526,0.09746848
10/24/2014 0:00,0.05862235,0.13991672,0.26185825,0.059646476,0.060423397,0.06120032,0.061765354,0.20849779,0.27195826,0.062436335,0.06303668,0.11911637,0.16675587,0.0635664,0.06568528,0.06635626,0.066921294,0.06762759,0.06833388,0.06900486,0.069711156,0.34580123,0.18893348,0.07041745,0.40488267,0.071088426,0.07179472,0.07267759,0.29480684,0.07338388,0.11957546,0.07423143,0.07493772,0.2457901,0.15075833,0.07578527,0.17078173,0.14881602,0.1676034,0.076632835,0.20450723,0.07758632,0.1331363,0.07846919,0.09361918,0.09503177,0.09658562,0.1481097,0.09817477,0.100328974,0.10202407,0.1446842,0.103966385,0.11816288,0.105802745,0.19490166,0.10795694,0.110075824,0.1121947
10/24/2014 1:00,0.058092628,0.16453104,0.3262369,0.059363957,0.06035277,0.06130626,0.062012557,0.24518974,0.3319932,0.062895425,0.06360172,0.14245936,0.20662612,0.06430801,0.066991925,0.0678748,0.0686164,0.06949927,0.07038213,0.071265,0.07218318,0.43136868,0.22717926,0.07306605,0.49991444,0.07394892,0.07486709,0.0760678,0.35978583,0.07698598,0.14118804,0.07804542,0.07899891,0.31384146,0.17399538,0.0801643,0.20478976,0.18176459,0.20323592,0.08125906,0.24635512,0.08249506,0.1521356,0.08373108,0.10265974,0.10449611,0.10647373,0.17219432,0.108627915,0.112088755,0.11434889,0.16834503,0.1170328,0.1352905,0.119646095,0.2330415,0.122647844,0.12554365,0.12847476
10/24/2014 2:00,0.057456963,0.19147612,0.39810225,0.058940183,0.06007025,0.06120032,0.062012557,0.2764079,0.3941117,0.063071996,0.063919544,0.17304188,0.25596073,0.0647671,0.06805137,0.06907549,0.069993675,0.071088426,0.07214787,0.07324262,0.07433738,0.52883714,0.26757926,0.07543213,0.6158878,0.07652689,0.07765695,0.07924611,0.426354,0.080411494,0.1680625,0.08171814,0.082918845,0.39524177,0.1947957,0.08443737,0.24187016,0.22336526,0.24466002,0.085849956,0.2893684,0.0874038,0.16943978,0.08902828,0.11124121,0.113536656,0.116008684,0.19557263,0.11879855,0.12430763,0.12723875,0.1918646,0.13087617,0.15330097,0.13454889,0.27146384,0.13871601,0.14256532,0.14648524
10/24/2014 3:00,0.05675067,0.22114046,0.47929066,0.058375146,0.059646476,0.060882486,0.06180067,0.29886806,0.45796064,0.062966056,0.06395486,0.21337122,0.31546593,0.06490836,0.06875766,0.069993675,0.071017794,0.07232444,0.07359577,0.07486709,0.07613842,0.6728151,0.30974495,0.07744507,0.7459517,0.07875171,0.08009366,0.08217723,0.49387562,0.08358982,0.20185864,0.08517898,0.08662688,0.49606514,0.21149954,0.0886045,0.2824114,0.27474812,0.29240543,0.09033492,0.33269948,0.09224191,0.18388347,0.094396114,0.11904575,0.12180029,0.12476672,0.21729115,0.12840413,0.1369856,0.14065832,0.21457192,0.14556707,0.172159,0.15061705,0.30917993,0.15640867,0.16142336,0.1666146
10/24/2014 4:00,0.05597375,0.25338274,0.5836808,0.057704166,0.058975495,0.060282137,0.06127095,0.31115752,0.5231868,0.062542275,0.06363703,0.26298833,0.3840117,0.064696476,0.0691108,0.070452765,0.07165346,0.07310136,0.074549265,0.07599717,0.07748038,0.89889956,0.35265228,0.0789636,0.9358387,0.08048213,0.08203597,0.084755205,0.5670476,0.08645031,0.24310617,0.088321984,0.0900524,0.6562525,0.22336526,0.09255975,0.32545996,0.3344652,0.34541276,0.09464331,0.3760659,0.09690345,0.19486634,0.09976394,0.12579085,0.12921637,0.13260658,0.23717332,0.13716218,0.14984013,0.15443105,0.23600793,0.16089363,0.1916527,0.16770937,0.34534216,0.17554922,0.18197648,0.1887569
10/24/2014 5:00,0.055161513,0.28739074,0.7209843,0.056927245,0.05823389,0.05954053,0.06052934,0.31440648,0.5991839,0.061906613,0.06310731,0.31885615,0.45997354,0.06420206,0.0691108,0.070558704,0.071900666,0.07352514,0.07514961,0.07677409,0.07839856,1.3331993,0.39502987,0.08012898,1.1856194,0.08182408,0.08362514,0.08701534,0.64632905,0.08899296,0.28975683,0.09111184,0.09319541,0.9303296,0.230852,0.09626779,0.36921486,0.4006802,0.40216342,0.098775126,0.4196089,0.101423725,0.20274152,0.10502582,0.13161777,0.1362793,0.13949294,0.25578415,0.14507265,0.16269468,0.16823907,0.25585476,0.17653802,0.21157019,0.18536669,0.37931487,0.19560795,0.20362437,0.2123471
10/24/2014 6:00,0.054384585,0.3218932,0.92323136,0.056115005,0.057386335,0.058692977,0.059717104,0.31112224,0.6735567,0.06112969,0.062365703,0.37804353,0.542398,0.063531086,0.068898916,0.070452765,0.071900666,0.073666394,0.07543213,0.077197865,0.07899891,1.7712779,0.4352886,0.08094122,1.4208504,0.082848206,0.08486115,0.08899296,0.7230678,0.09125311,0.33909145,0.0936545,0.09602059,1.4435929,0.23505443,0.09976394,0.41191027,0.47099173,0.4606445,0.10265974,0.46354035,0.10573211,0.20817997,0.11021708,0.13666776,0.14355412,0.14556707,0.2741831,0.15227684,0.17509013,0.18165866,0.27393588,0.1918646,0.23148765,0.20284745,0.41060364,0.21566667,0.22544883,0.23650233
10/24/2014 7:00,0.05357235,0.35579526,1.2069141,0.05530277,0.056538783,0.057774797,0.05879892,0.3036002,0.74150205,0.060282137,0.06158878,0.43850222,0.63954866,0.06275416,0.06851046,0.07013493,0.07168877,0.07359577,0.075467445,0.07740975,0.07935206,2.0881565,0.47130954,0.08150626,1.5725974,0.083660446,0.08588527,0.09072338,0.8048213,0.09326604,0.38969734,0.095949955,0.09863387,1.8678988,0.2368908,0.10301289,0.45149803,0.54504657,0.51873714,0.10636778,0.50863713,0.10982861,0.21192332,0.11523176,0.14115272,0.15199433,0.15107614,0.29395932,0.1588807,0.18667333,0.19423068,0.29007468,0.20641422,0.2511579,0.2195866,0.4386435,0.23501912,0.24649638,0.26037505
10/24/2014 8:00,0.052830745,0.3883201,1.457613,0.05452585,0.055726543,0.056927245,0.057951372,0.29357082,0.80902374,0.0594699,0.06081186,0.49846652,0.7286829,0.062012557,0.06801605,0.06967584,0.07133563,0.07331325,0.07529087,0.077374436,0.079493314,2.286978,0.50019693,0.08189472,1.6515964,0.08426079,0.086697504,0.09224191,0.90921146,0.09503177,0.44086832,0.097962886,0.100964636,2.1154191,0.23720862,0.10604995,0.48522353,0.6288836,0.5819857,0.10986394,0.560691,0.113713235,0.21443066,0.120105185,0.14524923,0.16301252,0.15609084,0.31747887,0.1649195,0.19702053,0.20553137,0.30391803,0.21962191,0.2706163,0.23480724,0.46258682,0.252853,0.26599008,0.28347087
10/24/2014 9:00,0.052124448,0.41907915,1.5988716,0.053819556,0.05498494,0.056150325,0.057209764,0.28237608,0.8695884,0.058728293,0.06007025,0.5611147,0.81093067,0.06130626,0.0674157,0.06914612,0.07084122,0.07288947,0.07493772,0.07712723,0.079458006,2.3783016,0.51848996,0.082106605,1.662438,0.08479052,0.0874038,0.09354855,0.99170655,0.09658562,0.49228644,0.09979925,0.10308351,2.2083673,0.23650233,0.10891044,0.51019096,0.70671713,0.6401843,0.113183506,0.6207612,0.117456585,0.2161964,0.12490798,0.14909853,0.1779153,0.16082299,0.3467194,0.17060515,0.2058492,0.21520758,0.31518343,0.2311345,0.2898981,0.24812086,0.48158613,0.26860335,0.2832943,0.30536595
10/24/2014 10:00,0.051488783,0.44796658,1.6571407,0.053148575,0.054349273,0.055479344,0.056538783,0.27089882,0.8853387,0.058092628,0.0594699,0.6252109,0.88043,0.060705915,0.06685067,0.06854577,0.07027619,0.07232444,0.07440801,0.076738775,0.07924611,2.3862827,0.52428156,0.08224786,1.61441,0.08524961,0.08807478,0.094678625,1.0681628,0.09799821,0.5460001,0.10145904,0.10502582,2.1848125,0.23526633,0.11159436,0.5245994,0.7761811,0.688636,0.11639714,0.6854224,0.12102337,0.21753834,0.12967546,0.1528772,0.19702053,0.1653786,0.38196346,0.17600831,0.21351248,0.22322401,0.32397676,0.24095199,0.30907395,0.2593156,0.49546477,0.28209355,0.29823235,0.32595438
10/24/2014 11:00,0.050888438,0.4750529,1.6596481,0.052548226,0.05378424,0.054914307,0.05600906,0.25966877,0.85906464,0.057598226,0.058975495,0.68277377,0.8956153,0.06024682,0.06649752,0.067910105,0.069640525,0.07168877,0.07377234,0.07624436,0.07899891,2.3417156,0.51944345,0.08231849,1.5242517,0.08563807,0.08867513,0.09570275,1.1336362,0.09926954,0.6052228,0.10294226,0.106791556,2.0872028,0.23374778,0.11413701,0.5292962,0.8682111,0.7268112,0.11950484,0.7576762,0.12448421,0.21866842,0.13437231,0.15658523,0.21937472,0.16986355,0.42204562,0.18119957,0.2210345,0.22975723,0.33065122,0.24956876,0.32782605,0.2687093,0.5049291,0.29360616,0.31108692,0.34520087
10/24/2014 12:00,0.050358716,0.5005501,1.6328443,0.05205382,0.053325146,0.054490533,0.055620603,0.24893309,0.8058101,0.057209764,0.058587037,0.73306185,0.8681052,0.059858363,0.066532835,0.06730976,0.06904018,0.071088426,0.07310136,0.07578527,0.0787164,2.2730992,0.507719,0.08242444,1.4138933,0.08609716,0.08927549,0.09665625,1.1674676,0.10047023,0.6602784,0.10439016,0.10848666,1.9540665,0.23219393,0.11657372,0.5271067,0.93937016,0.7554514,0.12257721,0.8707185,0.12794504,0.21976317,0.13906915,0.1603639,0.2431415,0.17427789,0.46569455,0.18628487,0.2298985,0.23526633,0.3358425,0.2577971,0.3457306,0.27676105,0.51121515,0.30370617,0.3223876,0.36314073
10/24/2014 13:00,0.049829,0.5246347,1.5975649,0.05155942,0.052901372,0.05410207,0.05523214,0.23869184,0.7551689,0.056856617,0.05823389,0.77501565,0.81827617,0.059575845,0.067274444,0.06670941,0.06840451,0.07041745,0.07243039,0.07532618,0.07846919,2.1971374,0.49172142,0.08249506,1.3035703,0.08655625,0.08987583,0.09753912,1.1800749,0.101600304,0.7093657,0.10573211,0.110075824,1.8111128,0.2306401,0.1189398,0.52060884,0.99311906,0.7756867,0.12561427,0.9919184,0.13133526,0.22089325,0.14369537,0.16410726,0.26651978,0.17872754,0.51195675,0.19137019,0.24229394,0.24010442,0.3401509,0.2665551,0.36239913,0.28396526,0.5154882,0.31285265,0.33269948,0.37980926
10/24/2014 14:00,0.04933459,0.5512267,1.5675474,0.051100325,0.05251291,0.053748924,0.054949623,0.22905093,0.71130806,0.0565741,0.057916056,0.82219607,0.7664342,0.05932864,0.069181435,0.06614438,0.06783948,0.06985241,0.071830034,0.075008355,0.078363255,2.121917,0.47371095,0.08274227,1.2069494,0.08708598,0.090582125,0.098421976,1.175131,0.10273036,0.7498363,0.10710939,0.1117003,1.6725028,0.22933345,0.12127057,0.51178014,1.03811,0.79320276,0.12875728,1.141582,0.1348314,0.22234115,0.14839225,0.16799188,0.28784987,0.18335375,0.5663766,0.19659676,0.26146978,0.24476597,0.34414142,0.27725545,0.37737253,0.29092222,0.5189844,0.32175195,0.34279948,0.39541832
